Id,Artist,Title,Wks,T10,PK,Pkstreams,Total,ReleaseDate,Popularity,Genre,Unique_Listener
4540,Rockwell,Somebody's Watching Me - Single Version,1,,196,"5,237,313","5,237,313",9/22/2023,69,"pop, rock and indie",414421
4541,Little Mix,Bounce Back,1,,147,"5,235,720","5,235,720",5/13/2025,61,"british, dance, dance-pop, feminists, get weird, girl band, girl group, girl-group, glory days, jade thirlwall, jesy nelson, kind, kindest, kweens, lm5, perrie edwards, philanthropist, pop, pop rap, queens, r&b, rca, richest, salute, singer/songwriter, standard group, supporter, teen pop",111662
4542,Harry Styles,Meet Me in the Hallway,1,,107,"5,233,302","5,233,302",5/12/2017,64,"2020s, funk, new wave, nuno, pop, rock, soft rock, soul, synth-pop",478430
4543,The Kid LAROI,TRAGIC,1,,168,"5,226,940","5,226,940",12/3/2024,30,"emo rap, english, hip hop, pop rap, rap",453
4544,Camila Cabello,In the Dark,1,,119,"5,220,504","5,220,504",2/20/2020,43,"dance-pop, electropop, hyperpop, latin pop, pop, r&b",127554
4545,The Weeknd,The Hills - Remix,3,,148,"1,816,350","5,220,065",10/11/2015,61,"2010s, 2020s, alternative r&b, contemporary r&b, dance-pop, hypnagogic pop, pop, r&b, synth-pop",136172
4546,Matt Maltese,As the World Caves In,1,,185,"5,215,969","5,215,969",3/6/2017,68,"alternative rock, chamber pop, indie rock, singer-songwriter",880708
4547,RAF Camora,Adriana,1,,154,"5,215,875","5,215,875",3/8/2024,80,"dancehall, deutschrap, hip hop, pop rap",19333
4548,Megan Thee Stallion,B.I.T.C.H.,1,,171,"5,215,211","5,215,211",3/6/2020,50,"english, hip hop, pop rap, rap, southern hip hop, trap",156962
4549,Migos,Higher We Go - Intro,1,,130,"5,211,916","5,211,916",1/26/2018,44,"hip hop, southern hip hop, trap",45934
4550,Luciano,Ya Salame,1,,154,"5,209,795","5,209,795",3/22/2019,41,"german, hip hop, rap, trap",11383
4551,Booba,Mona Lisa,1,,175,"5,208,787","5,208,787",3/21/2025,78,"french hip hop, gangsta rap, hip hop, rap, rap fr",19955
4552,Future,Jersey,3,,140,"1,920,640","5,206,940",4/25/2025,63,"english, hip hop, southern hip hop, trap, trap rap",246118
4553,Conan Gray,Memories,1,,189,"5,204,674","5,204,674",6/11/2021,82,"2020s, alternative pop, ballad, gen z, indie pop, pop, pop rock, queer, singer-songwriter, synth-pop",697127
4554,Niall Horan,Black And White,1,,163,"5,204,120","5,204,120",11/13/1991,72,pop,237339
4555,187 Strassenbande,Extasy,1,,184,"5,203,700","5,203,700",2/21/2024,33,"gangsta rap, hip hop",36495
4556,Panic! At The Disco,Into the Unknown - Panic! At The Disco Version,1,,165,"5,198,066","5,198,066",11/15/2019,59,"alternative rock, baroque pop, chamber pop, electropop, emo, emo pop, group turned solo project, pop punk, pop rock, power pop",171828
4557,Martin Garrix,Pressure,1,,175,"5,197,587","5,197,587",8/10/2025,34,"big room house, dance-pop, edm, electro house, festival progressive house, tropical house",3258
4558,Taylor Swift,Don’t You (Taylor’s Version) (From The Vault),1,,192,"5,197,564","5,197,564",4/9/2021,61,"2000s, 2010s, 2020s, alternative pop, artist of the decade, contemporary country, 
country, country pop, cultural icon, electropop, female vocals, icon, indie folk, late 2000s, millennial, 
nuno, pop, pop rock, re-recording, singer-songwriter, singer/songwriter, synth-pop, love",296395
4559,21 Savage,ball w/o you,1,,188,"5,196,483","5,196,483",12/21/2018,77,"gangsta rap, hip hop, mumble rap, pop rap, southern hip hop, trap",859837
4560,Gunna,TOP FLOOR,1,,139,"5,193,309","5,193,309",4/17/2025,7,"hip hop, pop rap, southern hip hop, trap",1068
4561,Connie Francis,Winter Wonderland,3,,92,"2,062,647","5,193,193",11/1/2024,46,"american, brill building, easy listening, pop, traditional pop",21170
4562,Capital Bra,100k Cash,1,,184,"5,192,813","5,192,813",2/27/2020,42,"berlin, german, hip hop, pop rap, rap, trap",6788
4563,Lil Wayne,Demon,1,,143,"5,191,797","5,191,797",9/4/2012,83,"2000s, 2010s, criminal, gangsta rap, hip hop, pop, pop rap, r&b, rap rock, rock, southern hip hop, trap",64744
4564,Taylor Swift,We Were Happy (Taylor’s Version) (From The Vault),1,,195,"5,189,423","5,189,423",4/9/2021,58,"2000s, 2010s, 2020s, alternative pop, artist of the decade, contemporary country, 
country, country pop, cultural icon, electropop, female vocals, icon, indie folk, late 2000s, millennial, 
nuno, pop, pop rock, re-recording, singer-songwriter, singer/songwriter, synth-pop, love",268482
4565,Lana Del Rey,Love song,1,,162,"5,187,928","5,187,928",11/15/2019,81,"2010s, 2020s, alternative, alternative pop, art pop, ballad, chamber pop, dream pop, electronic, hawaiian glam metal, indie pop, millennial, neo-psychedelia, pop, sad girl pop, singer-songwriter, trip hop, tumblr",732782
4566,Natasha Nail,My Only Wish (This Year),4,,114,"1,623,674","5,186,677",11/14/2000,54,"alternative r&b, contemporary r&b, hardcore hip hop, hip hop, hip-hop, pop, pop rap, r&b, trap, trap rap",373
4567,BIA,WHOLE LOTTA MONEY,1,,184,"5,186,354","5,186,354",7/9/2021,59,"east coast hip hop, hip hop, pop rap",132973
4568,Martin Garrix,Drown,1,,185,"5,186,141","5,186,141",4/26/2023,65,"big room house, dance-pop, edm, electro house, festival progressive house, tropical house",1492
4569,David Guetta,Thing For You (With Martin Solveig),1,,154,"5,186,062","5,186,062",7/12/2019,42,"dance, dance-pop, electro house, electronic, electropop, english, festival progressive house, future rave, house, tech house",40603
4570,John Mayer,I Guess I Just Feel Like,1,,159,"5,177,344","5,177,344",7/16/2021,64,"acoustic rock, americana, blues, blues rock, folk rock, pop rock, singer/songwriter, soft rock",178049
4571,Gjon's Tears,Tout l'univers,1,,195,"5,174,437","5,174,437",4/28/2023,52,"alternative r&b, contemporary r&b, hardcore hip hop, hip hop, hip-hop, pop, pop rap, r&b, trap, trap rap",72761
4572,John Mayer,Shot in the Dark,1,,193,"5,173,308","5,173,308",3/25/2011,57,"acoustic rock, americana, blues, blues rock, folk rock, pop rock, singer/songwriter, soft rock",72882
4573,Kane Brown,Memory,1,,187,"5,173,178","5,173,178",1/13/2023,69,"bro-country, contemporary country, country, country pop",94314
4574,Shablo,M' Manc (con Geolier & Sfera Ebbasta),1,,139,"5,171,235","5,171,235",6/11/2020,66,"alternative r&b, contemporary r&b, hardcore hip hop, hip hop, hip-hop, pop, pop rap, r&b, trap, trap rap",23194
4575,Lil Baby,Real As It Gets,1,,180,"5,170,861","5,170,861",3/4/2021,60,"english, hip hop, rap, southern hip hop, trap",803
4576,The Chainsmokers,Honest,1,,96,"5,170,856","5,170,856",11/2/2018,65,"2010s, dance-pop, edm, electro house, electronic, electropop, future bass, satire",73997
4577,Judy Garland,"Have Yourself A Merry Little Christmas - ""Meet Me In St. Louis"" Original Cast Recording",1,,189,"5,168,019","5,168,019",11/10/2023,51,"2008 universal fire victim, easy listening, traditional pop, vocal jazz",45964
4578,Tropijazz,Síguelo Bailando,1,,115,"5,167,593","5,167,593",8/25/2017,71,"latin, latin trap, latin urban, reggaeton, trap latino",108
4579,Drake,Summers Over Interlude,2,,129,"2,839,108","5,164,237",5/6/2016,73,"alternative r&b, contemporary r&b, hardcore hip hop, hip hop, hip-hop, pop, pop rap, r&b, trap, trap rap",653196
4580,XXXTENTACION,Riot,1,,134,"5,163,633","5,163,633",6/1/2020,69,"death by murder, emo rap, hip hop, rap, southern hip hop, trap, trap metal",657429
4581,Morgan Wallen,865,1,,168,"5,160,123","5,160,123",1/8/2021,68,"country, country pop",63093
4582,Os Barões Da Pisadinha,Quero Ver é Me Esquecer,1,,186,"5,159,208","5,159,208",8/25/2021,52,"alternative r&b, contemporary r&b, hardcore hip hop, hip hop, hip-hop, pop, pop rap, r&b, trap, trap rap",10
4583,A Boogie Wit da Hoodie,Demons and Angels,1,,190,"5,158,810","5,158,810",12/21/2018,65,"2010s, 2020s, emo rap, english, hip hop, r&b, rap, trap",690
4584,6LACK,Pretty Little Fears,1,,129,"5,158,068","5,158,068",9/14/2018,69,"2010s, alternative r&b, contemporary r&b, hip hop, hip hop soul, pop soul, trap soul",5404
4585,Dream,Mask,1,,198,"5,156,496","5,156,496",6/30/2017,81,"mcyt, youtuber",114986
4586,Billie Eilish,WHEN I WAS OLDER - Music Inspired By The Film ROMA,1,,154,"5,155,090","5,155,090",1/9/2019,62,"2010s, 2020s, alt-pop, alternative pop, alternative r&b, art pop, bedroom pop, contemporary r&b, dark pop, electronic, electronica, electropop, gen z, indie pop, nepo baby, pity pop, pop, pop rock, pop soul, queer, singer-songwriter",258767
4587,21 Savage,No Opp Left Behind,1,,179,"5,154,955","5,154,955",10/2/2020,57,"gangsta rap, hip hop, mumble rap, pop rap, southern hip hop, trap",167601
4588,Jorge & Mateus,Lance Individual,1,,197,"5,152,906","5,152,906",4/22/2021,49,"country, sertanejo, sertanejo universitário",29483
4589,Daði Freyr,10 Years,1,,199,"5,152,139","5,152,139",5/16/2022,38,"electropop, funktronica, synth-pop",99132
4590,Eminem,Framed,1,,137,"5,151,530","5,151,530",12/15/2017,46,"actor, boom bap, conscious hip hop, detroit, detroit hip hop, hardcore hip hop, hip hop, hip-hop, horrorcore, midwest hip hop, midwestern hip-hop, music trade, pop rap, rap, record producer, singer, songwriter, trap",65393
4591,Future,That’s It,1,,168,"5,151,014","5,151,014",11/13/2020,58,dance and electronica,130450
4592,Jennifer Lopez,Booty,5,,123,"1,160,675","5,149,686",3/31/2024,45,"contemporary r&b, dance, dance-pop, electro house, electronic, latin, latin pop, pop, pop rap, reggaeton",152491
4593,Drake,Jungle,3,,87,"2,441,261","5,149,159",2/12/2015,74,"alternative r&b, contemporary r&b, hardcore hip hop, hip hop, hip-hop, pop, pop rap, r&b, trap, trap rap",593476
4594,KC Rebell,Alleen,1,,156,"5,147,368","5,147,368",4/19/2019,50,"german, hip hop, rap, trap",12756
4595,Roddy Ricch,Peta,1,,196,"5,147,112","5,147,112",1/1/1998,67,"english, hip hop, rap, trap",743
4596,One Direction,Stockholm Syndrome,3,,74,"2,241,215","5,145,835",9/15/2003,66,"boy band, dance-pop, folk pop, pop, pop rock, power pop, teen pop",405027
4597,Joji,Pretty Boy,1,,171,"5,141,212","5,141,212",2/15/2000,64,"alt-pop, alternative r&b, art pop, ballad, instrumental hip hop, lo-fi hip hop, r&b/soul, trip hop",7728
4598,Brent Faiyaz,Gravity,1,,176,"5,136,895","5,136,895",9/11/2006,75,"alternative r&b, neo soul, r&b, soul",16312
4599,Miley Cyrus,Unholy,1,,149,"5,136,834","5,136,834",9/22/2022,76,"2010s, contemporary r&b, dance-pop, electropop, pop, pop rock, power pop, queer, rock, teen pop",168372
4600,Lil Wayne,Start This Shit Off Right,1,,147,"5,133,296","5,133,296",9/28/2018,44,"2000s, 2010s, criminal, gangsta rap, hip hop, pop, pop rap, r&b, rap rock, rock, southern hip hop, trap",1008
4601,RIN,UP IN SMOKE,1,,165,"5,126,611","5,126,611",8/26/2025,35,"cloud rap, hip hop, pop rap, trap",22338
4602,Avicii,Heart Upon My Sleeve,1,,154,"5,124,825","5,124,825",6/6/2019,64,"dance-pop, edm, electro house, electronic, electropop, festival progressive house, funky house, house, progressive house, tropical house",105399
4603,Eminem,Revival (Interlude),1,,138,"5,124,354","5,124,354",12/15/2017,41,"actor, boom bap, conscious hip hop, detroit, detroit hip hop, hardcore hip hop, hip hop, hip-hop, horrorcore, midwest hip hop, midwestern hip-hop, music trade, pop rap, rap, record producer, singer, songwriter, trap",66064
4604,Lorde,Sober,1,,100,"5,120,921","5,120,921",12/13/2016,63,"2010s, alternative pop, alternative rock, art pop, dance-pop, folk pop, indie pop, indietronica, pop, singer-songwriter, synth-pop",612983
4605,Tyga,MAMACITA,1,,157,"5,120,047","5,120,047",8/18/2014,63,"hip hop, pop rap, ratchet music, trap, west coast hip hop",42549
4606,Ufo361,Allein sein,1,,161,"5,119,993","5,119,993",1/20/2023,29,"cloud rap, hip hop, trap",24038
4607,Polo G,Painting Pictures,1,,195,"5,119,845","5,119,845",3/13/2023,63,"chicago drill, drill, gangsta rap, hip hop, trap",79332
4608,Anne-Marie,Don't Play,1,,177,"5,119,828","5,119,828",8/18/2014,60,"alternative r&b, dance-pop, electronic, electropop, pop, r&b, soul",82254
4609,Future,WIFI LIT,1,,129,"5,117,516","5,117,516",7/6/2018,47,"english, hip hop, southern hip hop, trap, trap rap",70860
4610,Saweetie,Tap In,1,,157,"5,117,128","5,117,128",6/17/2020,64,"hip hop, pop rap, trap",274247
4611,Frank Ocean,Ivy,2,,135,"2,874,826","5,117,075",8/20/2016,82,"alternative r&b, contemporary r&b, pop, queer, r&b, rnb, server name",1729703
4612,MERO,Jay Jay,1,,158,"5,116,889","5,116,889",10/13/2008,48,"german, hip hop, rap, trap",11383
4613,Ufo361,Emotions 2.0,1,,143,"5,113,459","5,113,459",6/12/2020,55,"cloud rap, hip hop, trap",30665
4614,Slipknot,Unsainted,1,,168,"5,113,002","5,113,002",8/9/2019,73,"alternative metal, alternative rock, heavy metal, metal, nu metal",485439
4615,Steve Aoki,I Love It When You Cry (Moxoki),5,,137,"1,570,786","445,853",5/11/2015,45,"electronic, house",2800
4616,Khalid,Twenty One,1,,160,"5,104,242","5,104,242",5/15/2015,85,"contemporary r&b, hip hop, leftfield, pop, r&b, singer-songwriter",69990
4617,Sam Smith,Kids Again,1,,176,"5,103,194","5,103,194",10/30/2020,43,"alliteration, alternative r&b, blue-eyed soul, english, lgbtqi, nuno, pop, pop soul, queer, soul, synth funk",45576
4618,Damso,BXL ZOO,1,,158,"5,101,640","5,101,640",11/5/2023,53,"hip hop, pop rap, rap, rap fr, trap",23673
4619,Tame Impala,Lost In Yesterday,1,,187,"5,096,624","5,096,624",2/14/2020,70,"alternative rock, australia, australian, chill, cover, dance music, dream pop, indie rock, indietronica, leftfield, neo-psychedelia, perth, psychedelic, psychedelic pop, psychedelic rock, psychedellic rock, remix, space rock, synth-pop",620880
4620,A Boogie Wit da Hoodie,Bleed,1,,131,"5,095,478","5,095,478",7/31/2025,43,"2010s, 2020s, emo rap, english, hip hop, r&b, rap, trap",70458
4621,Damso,DEUX TOILES DE MER,1,,159,"5,094,137","5,094,137",11/5/2023,56,"hip hop, pop rap, rap, rap fr, trap",21431
4622,21 Savage,out for the night,1,,193,"5,090,573","5,090,573",12/11/2019,57,"gangsta rap, hip hop, mumble rap, pop rap, southern hip hop, trap",186554
4623,Summer Walker,Come Thru,1,,157,"5,084,823","5,084,823",9/28/2018,73,"anti vax, contemporary r&b, r&b, soul",5790
4624,David Bowie,Space Oddity - 2009 Remastered Version,2,,80,"3,367,560","5,084,673",8/22/2025,65,"actors, alternative rock, arrangers, art pop, art rock, british, classic rock, composers, glam rock, glam rock music, glam rock musicians, new wave, pop, pop rock, rock, rock music, rock musicians, singers, sound recording executives and producers, uk",73688
4625,BTS,Intro: Singularity,1,,131,"5,084,486","5,084,486",5/18/2018,60,"2010s, 2020s, boy group, english, k-pop, pop",356565
4626,Eminem,In Your Head,1,,141,"5,080,606","5,080,606",1/1/2012,39,"actor, boom bap, conscious hip hop, detroit, detroit hip hop, hardcore hip hop, hip hop, hip-hop, horrorcore, midwest hip hop, midwestern hip-hop, music trade, pop rap, rap, record producer, singer, songwriter, trap",93092
4627,C. Tangana,Párteme La Cara,1,,185,"5,079,580","5,079,580",2/26/2021,64,hip hop,88333
4628,XXXTENTACION,SMASH!,1,,124,"5,079,564","5,079,564",2/23/2024,31,"death by murder, emo rap, hip hop, rap, southern hip hop, trap, trap metal",31094
4629,PNL,Deux frères,1,,162,"5,076,867","5,076,867",4/5/2019,67,rap,53159
4630,DaBaby,BLIND,1,,157,"5,074,613","5,074,613",3/20/2020,89,"hip hop, southern hip hop",1674
4631,Dardan,Wer macht Para 2,1,,146,"5,072,979","5,072,979",8/16/2019,27,"german, hip hop, pop rap, rap",8286
4632,Miley Cyrus,Happy Xmas (War Is Over),1,,195,"5,071,367","5,071,367",10/5/2010,63,"2010s, contemporary r&b, dance-pop, electropop, pop, pop rock, power pop, queer, rock, teen pop",18436
4633,Kontra K,Letzte Träne,1,,170,"5,068,278","5,068,278",5/24/2019,58,"german, hip hop, pop rap, rap",19014
4634,Fifth Harmony,Write On Me,2,,120,"2,709,580","5,065,910",5/27/2016,52,"contemporary r&b, dance-pop, electropop, girl group, latin pop, pop, pop rap, synthpop",106734
4635,J Balvin,CUIDAO POR AHÍ,1,,156,"5,064,508","5,064,508",6/28/2019,59,"hip hop, latin, latin pop, pop, reggaeton",75116
4636,Anne-Marie,Kiss My (Uh Oh),1,,191,"5,063,181","5,063,181",7/23/2021,56,"alternative r&b, dance-pop, electronic, electropop, pop, r&b, soul",132895
4637,Alesso,Chasing Stars,1,,194,"5,062,566","5,062,566",8/20/2021,54,"2010s, 2020s, big room house, dance-pop, edm, electro house, future bass, progressive house",1821
4638,Tyga,Girls Have Fun,1,,163,"5,062,370","5,062,370",1/23/2019,51,"hip hop, pop rap, ratchet music, trap, west coast hip hop",7029
4639,J. Cole,Snow On Tha Bluff,1,,134,"5,060,764","5,060,764",6/16/2020,64,hip hop,214402
4640,Ufo361,Wir sind Kral,1,,151,"5,060,101","5,060,101",11/14/2019,41,"cloud rap, hip hop, trap",25408
4641,Ozuna,Cambio,1,,157,"5,058,290","5,058,290",10/6/2022,32,"latin, latin trap, latin urban, reggaeton, trap latino",12350
4642,The Kid LAROI,TELL ME WHY,1,,163,"5,056,986","5,056,986",2008,3,"emo rap, english, hip hop, pop rap, rap",150701
4643,Shawn Mendes,Because I Had You,1,,133,"5,053,778","5,053,778",5/25/2018,53,"2010s, 2020s, english, folk pop, pop, pop rock, pop soul, teen pop",117644
4644,Shawn Mendes,Mutual,1,,135,"5,053,420","5,053,420",4/12/2024,35,"2010s, 2020s, english, folk pop, pop, pop rock, pop soul, teen pop",109925
4645,Chance the Rapper,Do You Remember,1,,152,"5,052,724","5,052,724",11/23/1978,76,"abstract hip hop, alternative hip hop, chicago rap, conscious hip hop, english, experimental, hip hop, hip-hop, jazz rap, pop rap, r&b, rap, trap",89445
4646,Pamungkas,To the Bone,1,,198,"5,052,557","5,052,557",6/14/2019,76,"alternative pop, indie pop, singer-songwriter",95770
4647,Mc Poze do Rodo,Vida Louca,1,,200,"5,051,514","5,051,514",4/2/2021,61,"alternative r&b, contemporary r&b, hardcore hip hop, hip hop, hip-hop, pop, pop rap, r&b, trap, trap rap",91299
4648,Kanye West,I Love Kanye,2,,102,"3,071,358","5,050,665",6/10/2016,59,"2010s, 2020s, dance-pop, pop, pop rap, r&b, teen pop",695775
4649,Cardi B,She Bad,1,,129,"5,045,035","5,045,035",1/22/2022,60,"alternative r&b, contemporary r&b, hardcore hip hop, hip hop, hip-hop, pop, pop rap, r&b, trap, trap rap",97893
4650,J Balvin,Arcoíris,1,,163,"5,044,774","5,044,774",3/19/2020,51,"hip hop, latin, latin pop, pop, reggaeton",35162
4651,Lil Uzi Vert,Trap This Way (This Way),1,,177,"5,043,990","5,043,990",3/13/2020,54,"2010s, 2020s, cloud rap, east coast hip hop, emo rap, hip hop, millennial, pop rap, rage, trap",149846
4652,Lil Baby,Off White VLONE (Lil Baby & Gunna feat. Lil Durk & NAV),1,,139,"5,041,350","5,041,350",10/5/2018,57,"chicago drill, drill, english, hip hop, pop rap, rap, trap",107101
4653,Pitbull,Drive You Crazy,4,,126,"1,400,395","5,039,933",1/12/1999,68,"2000s, 2010s, dance, dance-pop, electro house, electropop, eurodance, hip hop, hip house, latin, latin pop, pop rap, southern hip hop",15545
4654,Murda,Bi Sonraki Hayatımda Gel,1,,187,"5,037,967","5,037,967",8/28/2020,51,"hip hop, rap",24606
4655,Bizarrap,"Ptazeta: Bzrp Music Sessions, Vol. 45",1,,198,"5,035,827","5,035,827",10/6/2021,59,"pop, trap, trap edm, trap latino",70049
4656,Justin Bieber,At Least For Now,1,,193,"5,033,764","5,033,764",2/14/2020,50,"2010s, 2020s, dance-pop, pop, pop rap, r&b, teen pop",52381
4657,Chance the Rapper,GRoCERIES,1,,176,"5,033,602","5,033,602",5/17/2019,44,"alternative r&b, contemporary r&b, hardcore hip hop, hip hop, hip-hop, pop, pop rap, r&b, trap, trap rap",90623
4658,BTS,Euphoria,1,,119,"5,032,951","5,032,951",4/30/2024,75,"2010s, 2020s, boy group, english, k-pop, pop",562622
4659,Red Velvet,IRENE & SEULGI - Monster,1,,164,"5,030,481","5,030,481",7/6/2020,59,"3rd gen k-pop, girl group, j-pop, k-pop, kpop, r&b",154
